user.slice cgroup tree:
$memcg->name: user.slice, css->flags: 0xa stat[rss]: 0
$memcg->name: session-841330.scope, css->flags: 0x10 stat[rss]: 8323072
$memcg->name: session-841336.scope, css->flags: 0x10 stat[rss]: 3276800
$memcg->name: session-841345.scope, css->flags: 0x10 stat[rss]: 1703936
$memcg->name: session-841357.scope, css->flags: 0x10 stat[rss]: 3801088
$memcg->name: session-841367.scope, css->flags: 0x10 stat[rss]: 6684672
$memcg->name: session-841376.scope, css->flags: 0x10 stat[rss]: -2555904
$memcg->name: session-841379.scope, css->flags: 0x10 stat[rss]: -196608
$memcg->name: session-841382.scope, css->flags: 0x10 stat[rss]: 2293760
$memcg->name: session-841387.scope, css->flags: 0x10 stat[rss]: 3670016
$memcg->name: session-841397.scope, css->flags: 0x10 stat[rss]: 3342336
$memcg->name: session-841411.scope, css->flags: 0x10 stat[rss]: 11796480
$memcg->name: session-841424.scope, css->flags: 0x10 stat[rss]: 7208960
$memcg->name: session-841435.scope, css->flags: 0x10 stat[rss]: 7274496
$memcg->name: session-841446.scope, css->flags: 0x10 stat[rss]: 8454144
$memcg->name: session-841452.scope, css->flags: 0x10 stat[rss]: -2555904
$memcg->name: session-841455.scope, css->flags: 0x10 stat[rss]: 6291456
$memcg->name: session-841466.scope, css->flags: 0x10 stat[rss]: -1441792
$memcg->name: session-841475.scope, css->flags: 0x10 stat[rss]: 3014656
$memcg->name: session-841480.scope, css->flags: 0x10 stat[rss]: 4194304
$memcg->name: session-841490.scope, css->flags: 0x10 stat[rss]: -1638400
$memcg->name: session-841499.scope, css->flags: 0x10 stat[rss]: 6946816
$memcg->name: session-841500.scope, css->flags: 0x10 stat[rss]: -2097152
$memcg->name: session-841503.scope, css->flags: 0x10 stat[rss]: 4653056
$memcg->name: session-841512.scope, css->flags: 0x10 stat[rss]: 6160384
$memcg->name: session-841521.scope, css->flags: 0x10 stat[rss]: -4521984
$memcg->name: session-841531.scope, css->flags: 0x10 stat[rss]: 1572864
$memcg->name: session-841534.scope, css->flags: 0x10 stat[rss]: -327680
$memcg->name: session-841539.scope, css->flags: 0x10 stat[rss]: 786432
$memcg->name: session-841543.scope, css->flags: 0x10 stat[rss]: 24641536
$memcg->name: session-841550.scope, css->flags: 0x10 stat[rss]: 5767168
$memcg->name: session-841561.scope, css->flags: 0x10 stat[rss]: 5701632
$memcg->name: session-841574.scope, css->flags: 0x10 stat[rss]: 6291456
$memcg->name: session-841585.scope, css->flags: 0x10 stat[rss]: -1114112
$memcg->name: session-841593.scope, css->flags: 0x10 stat[rss]: 3014656
$memcg->name: session-841602.scope, css->flags: 0x10 stat[rss]: 7340032
$memcg->name: session-841614.scope, css->flags: 0x10 stat[rss]: 11927552
$memcg->name: session-841624.scope, css->flags: 0x10 stat[rss]: 6094848
$memcg->name: session-841635.scope, css->flags: 0x10 stat[rss]: 4063232
$memcg->name: session-841645.scope, css->flags: 0x10 stat[rss]: 7012352
$memcg->name: session-841655.scope, css->flags: 0x10 stat[rss]: 6356992
$memcg->name: session-841665.scope, css->flags: 0x10 stat[rss]: 4718592
$memcg->name: session-841675.scope, css->flags: 0x10 stat[rss]: -1572864
$memcg->name: session-841681.scope, css->flags: 0x10 stat[rss]: 262144
$memcg->name: session-841684.scope, css->flags: 0x10 stat[rss]: 524288
$memcg->name: session-841693.scope, css->flags: 0x10 stat[rss]: -4063232
$memcg->name: session-841704.scope, css->flags: 0x10 stat[rss]: 18808832
$memcg->name: session-841706.scope, css->flags: 0x10 stat[rss]: 5308416
$memcg->name: session-841718.scope, css->flags: 0x10 stat[rss]: 1966080
$memcg->name: session-841730.scope, css->flags: 0x10 stat[rss]: 3473408
$memcg->name: session-841737.scope, css->flags: 0x10 stat[rss]: 327680
$memcg->name: session-841750.scope, css->flags: 0x10 stat[rss]: 2686976
$memcg->name: session-841758.scope, css->flags: 0x10 stat[rss]: -655360
$memcg->name: session-841770.scope, css->flags: 0x10 stat[rss]: 6946816
$memcg->name: session-841782.scope, css->flags: 0x10 stat[rss]: 1572864
$memcg->name: session-841791.scope, css->flags: 0x10 stat[rss]: 3866624
$memcg->name: session-841798.scope, css->flags: 0x10 stat[rss]: 5570560
$memcg->name: session-841810.scope, css->flags: 0x10 stat[rss]: -327680
$memcg->name: session-841819.scope, css->flags: 0x10 stat[rss]: 6356992
$memcg->name: session-841834.scope, css->flags: 0x10 stat[rss]: 9371648
$memcg->name: session-841845.scope, css->flags: 0x10 stat[rss]: 8192000
$memcg->name: session-841848.scope, css->flags: 0x10 stat[rss]: -393216
$memcg->name: session-841852.scope, css->flags: 0x10 stat[rss]: 9502720
$memcg->name: session-841864.scope, css->flags: 0x10 stat[rss]: 4325376
$memcg->name: session-841873.scope, css->flags: 0x10 stat[rss]: 4325376
$memcg->name: session-841881.scope, css->flags: 0x10 stat[rss]: -327680
$memcg->name: session-841894.scope, css->flags: 0x10 stat[rss]: 7536640
$memcg->name: session-841904.scope, css->flags: 0x10 stat[rss]: 2031616
$memcg->name: session-841913.scope, css->flags: 0x10 stat[rss]: 8323072
$memcg->name: session-841926.scope, css->flags: 0x10 stat[rss]: 9371648
$memcg->name: session-841935.scope, css->flags: 0x10 stat[rss]: 6225920
$memcg->name: session-841945.scope, css->flags: 0x10 stat[rss]: 2621440
$memcg->name: session-841956.scope, css->flags: 0x10 stat[rss]: 7208960
$memcg->name: session-841965.scope, css->flags: 0x10 stat[rss]: 6881280
$memcg->name: session-841976.scope, css->flags: 0x10 stat[rss]: 8192000
$memcg->name: session-841988.scope, css->flags: 0x10 stat[rss]: 3801088
$memcg->name: session-841995.scope, css->flags: 0x10 stat[rss]: 4194304
$memcg->name: session-842008.scope, css->flags: 0x10 stat[rss]: 589824
$memcg->name: session-842017.scope, css->flags: 0x10 stat[rss]: 4128768
$memcg->name: session-842025.scope, css->flags: 0x10 stat[rss]: 10944512
$memcg->name: session-842037.scope, css->flags: 0x10 stat[rss]: -3014656
$memcg->name: session-842047.scope, css->flags: 0x10 stat[rss]: 6094848
$memcg->name: session-842057.scope, css->flags: 0x10 stat[rss]: 3866624
$memcg->name: session-842069.scope, css->flags: 0x10 stat[rss]: 2293760
$memcg->name: session-842079.scope, css->flags: 0x10 stat[rss]: 2949120
$memcg->name: session-842088.scope, css->flags: 0x10 stat[rss]: 720896
$memcg->name: session-842100.scope, css->flags: 0x10 stat[rss]: 4390912
$memcg->name: session-842109.scope, css->flags: 0x10 stat[rss]: 9240576
$memcg->name: session-842121.scope, css->flags: 0x10 stat[rss]: 7077888
$memcg->name: session-842130.scope, css->flags: 0x10 stat[rss]: 7667712
$memcg->name: session-842142.scope, css->flags: 0x10 stat[rss]: 10289152
$memcg->name: session-842153.scope, css->flags: 0x10 stat[rss]: 7471104
$memcg->name: session-842160.scope, css->flags: 0x10 stat[rss]: -1507328
$memcg->name: session-842167.scope, css->flags: 0x10 stat[rss]: -1376256
$memcg->name: session-842173.scope, css->flags: 0x10 stat[rss]: 3211264
$memcg->name: session-842182.scope, css->flags: 0x10 stat[rss]: 3473408
$memcg->name: session-842189.scope, css->flags: 0x10 stat[rss]: 5832704
$memcg->name: session-842202.scope, css->flags: 0x10 stat[rss]: 9109504
$memcg->name: session-842214.scope, css->flags: 0x10 stat[rss]: 262144
$memcg->name: session-842223.scope, css->flags: 0x10 stat[rss]: 8257536
$memcg->name: session-842233.scope, css->flags: 0x10 stat[rss]: 8192000
$memcg->name: session-842243.scope, css->flags: 0x10 stat[rss]: 0
$memcg->name: session-842254.scope, css->flags: 0x10 stat[rss]: 10027008
$memcg->name: session-842265.scope, css->flags: 0x10 stat[rss]: 6356992
$memcg->name: session-842273.scope, css->flags: 0x10 stat[rss]: 5111808
$memcg->name: session-842285.scope, css->flags: 0x10 stat[rss]: 3604480
$memcg->name: session-842294.scope, css->flags: 0x10 stat[rss]: -2883584
$memcg->name: session-842303.scope, css->flags: 0x10 stat[rss]: 7929856
$memcg->name: session-842314.scope, css->flags: 0x10 stat[rss]: 3276800
$memcg->name: session-842326.scope, css->flags: 0x10 stat[rss]: 11337728
$memcg->name: session-842335.scope, css->flags: 0x10 stat[rss]: 7340032
$memcg->name: session-842346.scope, css->flags: 0x10 stat[rss]: 3604480
$memcg->name: session-842358.scope, css->flags: 0x10 stat[rss]: 5242880
$memcg->name: session-842369.scope, css->flags: 0x10 stat[rss]: 6553600
$memcg->name: session-842376.scope, css->flags: 0x10 stat[rss]: 14745600
$memcg->name: session-842389.scope, css->flags: 0x10 stat[rss]: 8847360
$memcg->name: session-842397.scope, css->flags: 0x10 stat[rss]: 12910592
$memcg->name: session-842410.scope, css->flags: 0x10 stat[rss]: 4915200
$memcg->name: session-842418.scope, css->flags: 0x10 stat[rss]: 3801088
$memcg->name: session-842429.scope, css->flags: 0x10 stat[rss]: 720896
$memcg->name: session-842438.scope, css->flags: 0x10 stat[rss]: 4915200
$memcg->name: session-842450.scope, css->flags: 0x10 stat[rss]: 6946816
$memcg->name: session-842462.scope, css->flags: 0x10 stat[rss]: 1572864
$memcg->name: session-842471.scope, css->flags: 0x10 stat[rss]: 1114112
$memcg->name: session-842481.scope, css->flags: 0x10 stat[rss]: 2424832
$memcg->name: session-842488.scope, css->flags: 0x10 stat[rss]: -1179648
$memcg->name: session-842492.scope, css->flags: 0x10 stat[rss]: 8126464
$memcg->name: session-842502.scope, css->flags: 0x10 stat[rss]: 3866624
$memcg->name: session-842511.scope, css->flags: 0x10 stat[rss]: 7602176
$memcg->name: session-842522.scope, css->flags: 0x10 stat[rss]: 3604480
$memcg->name: session-842531.scope, css->flags: 0x10 stat[rss]: 1376256
$memcg->name: session-842542.scope, css->flags: 0x10 stat[rss]: 196608
$memcg->name: session-842546.scope, css->flags: 0x10 stat[rss]: 8519680
$memcg->name: session-842553.scope, css->flags: 0x10 stat[rss]: 2162688
$memcg->name: session-842555.scope, css->flags: 0x10 stat[rss]: 7274496
$memcg->name: session-842560.scope, css->flags: 0x10 stat[rss]: 8192000
$memcg->name: session-842569.scope, css->flags: 0x10 stat[rss]: 3801088
$memcg->name: session-842576.scope, css->flags: 0x10 stat[rss]: 0
$memcg->name: session-842577.scope, css->flags: 0xa stat[rss]: 56098816
$memcg->name: session-842585.scope, css->flags: 0x10 stat[rss]: 4980736
$memcg->name: session-842595.scope, css->flags: 0x10 stat[rss]: -786432
$memcg->name: session-842605.scope, css->flags: 0x10 stat[rss]: 4521984
$memcg->name: session-842614.scope, css->flags: 0x10 stat[rss]: 7274496
$memcg->name: session-842624.scope, css->flags: 0x10 stat[rss]: 1245184
$memcg->name: session-842637.scope, css->flags: 0x10 stat[rss]: 7143424
$memcg->name: session-842647.scope, css->flags: 0x10 stat[rss]: 7995392
$memcg->name: session-842654.scope, css->flags: 0x10 stat[rss]: 5373952
$memcg->name: session-842667.scope, css->flags: 0x10 stat[rss]: 8519680
$memcg->name: session-842679.scope, css->flags: 0x10 stat[rss]: 1966080
$memcg->name: session-842687.scope, css->flags: 0x10 stat[rss]: -393216
$memcg->name: session-842698.scope, css->flags: 0x10 stat[rss]: 2424832
$memcg->name: session-842708.scope, css->flags: 0x10 stat[rss]: 4259840
$memcg->name: session-842721.scope, css->flags: 0x10 stat[rss]: 5242880
$memcg->name: session-842722.scope, css->flags: 0x10 stat[rss]: 10616832
$memcg->name: session-842731.scope, css->flags: 0x10 stat[rss]: 6881280
$memcg->name: session-842743.scope, css->flags: 0x10 stat[rss]: 4128768
$memcg->name: session-842751.scope, css->flags: 0x10 stat[rss]: 4784128
$memcg->name: session-842757.scope, css->flags: 0x10 stat[rss]: 39780352
$memcg->name: session-842763.scope, css->flags: 0x10 stat[rss]: 7471104
$memcg->name: session-842776.scope, css->flags: 0x10 stat[rss]: 5177344
$memcg->name: session-842785.scope, css->flags: 0x10 stat[rss]: 10158080
$memcg->name: session-842796.scope, css->flags: 0x10 stat[rss]: 8847360
$memcg->name: session-842806.scope, css->flags: 0x10 stat[rss]: 4849664
$memcg->name: session-842816.scope, css->flags: 0x10 stat[rss]: 4063232
$memcg->name: session-842828.scope, css->flags: 0x10 stat[rss]: 2555904
$memcg->name: session-842831.scope, css->flags: 0x10 stat[rss]: -2097152
$memcg->name: session-842837.scope, css->flags: 0x10 stat[rss]: 4390912
$memcg->name: session-842848.scope, css->flags: 0x10 stat[rss]: 4521984
$memcg->name: session-842857.scope, css->flags: 0x10 stat[rss]: 3932160
$memcg->name: session-842866.scope, css->flags: 0x10 stat[rss]: 6291456
$memcg->name: session-842878.scope, css->flags: 0x10 stat[rss]: 5963776
$memcg->name: session-842888.scope, css->flags: 0x10 stat[rss]: 4915200
$memcg->name: session-842899.scope, css->flags: 0x10 stat[rss]: 12845056
$memcg->name: session-842912.scope, css->flags: 0x10 stat[rss]: 7864320
$memcg->name: session-842921.scope, css->flags: 0x10 stat[rss]: 3473408
$memcg->name: session-842931.scope, css->flags: 0x10 stat[rss]: 5177344
$memcg->name: session-842941.scope, css->flags: 0x10 stat[rss]: 5636096
$memcg->name: session-842948.scope, css->flags: 0x10 stat[rss]: 5898240
$memcg->name: session-842961.scope, css->flags: 0x10 stat[rss]: 6488064
$memcg->name: session-842971.scope, css->flags: 0x10 stat[rss]: 7995392
$memcg->name: session-842981.scope, css->flags: 0x10 stat[rss]: 2752512
$memcg->name: session-842993.scope, css->flags: 0x10 stat[rss]: 6225920
$memcg->name: session-843002.scope, css->flags: 0x10 stat[rss]: -131072
$memcg->name: session-843011.scope, css->flags: 0x10 stat[rss]: 3145728
$memcg->name: session-843024.scope, css->flags: 0x10 stat[rss]: 10092544
$memcg->name: session-843033.scope, css->flags: 0x10 stat[rss]: 5308416
$memcg->name: session-843042.scope, css->flags: 0x10 stat[rss]: 7405568
$memcg->name: session-843054.scope, css->flags: 0x10 stat[rss]: 8781824
$memcg->name: session-843062.scope, css->flags: 0x10 stat[rss]: 5832704
$memcg->name: session-843074.scope, css->flags: 0x10 stat[rss]: 8126464
$memcg->name: session-843085.scope, css->flags: 0x10 stat[rss]: 4587520
$memcg->name: session-843096.scope, css->flags: 0x10 stat[rss]: 8912896
$memcg->name: session-843107.scope, css->flags: 0x10 stat[rss]: 2293760
$memcg->name: session-843115.scope, css->flags: 0x10 stat[rss]: 2162688
$memcg->name: session-843126.scope, css->flags: 0x10 stat[rss]: 2490368
$memcg->name: session-843134.scope, css->flags: 0x10 stat[rss]: 8585216
$memcg->name: session-843148.scope, css->flags: 0x10 stat[rss]: 327680
$memcg->name: session-843151.scope, css->flags: 0x10 stat[rss]: -1507328
$memcg->name: session-843159.scope, css->flags: 0x10 stat[rss]: 4456448
$memcg->name: session-843166.scope, css->flags: 0x10 stat[rss]: 8585216
$memcg->name: session-843175.scope, css->flags: 0x10 stat[rss]: 9240576
$memcg->name: session-843187.scope, css->flags: 0x10 stat[rss]: 3997696
$memcg->name: session-843198.scope, css->flags: 0x10 stat[rss]: 4718592
$memcg->name: session-843209.scope, css->flags: 0x10 stat[rss]: 196608
$memcg->name: session-843218.scope, css->flags: 0x10 stat[rss]: 4259840
$memcg->name: session-843230.scope, css->flags: 0x10 stat[rss]: 5898240
$memcg->name: session-843239.scope, css->flags: 0x10 stat[rss]: 3997696
$memcg->name: session-843250.scope, css->flags: 0x10 stat[rss]: -196608
$memcg->name: session-843260.scope, css->flags: 0x10 stat[rss]: 3801088
$memcg->name: session-843270.scope, css->flags: 0x10 stat[rss]: 6619136
$memcg->name: session-843280.scope, css->flags: 0x10 stat[rss]: 5898240
$memcg->name: session-843290.scope, css->flags: 0x10 stat[rss]: 7864320
$memcg->name: session-843300.scope, css->flags: 0x10 stat[rss]: 3342336
$memcg->name: session-843311.scope, css->flags: 0x10 stat[rss]: 11337728
$memcg->name: session-843322.scope, css->flags: 0x10 stat[rss]: 393216
$memcg->name: session-843332.scope, css->flags: 0x10 stat[rss]: 2949120
$memcg->name: session-843344.scope, css->flags: 0x10 stat[rss]: 6553600
$memcg->name: session-843353.scope, css->flags: 0x10 stat[rss]: 7143424
$memcg->name: session-843365.scope, css->flags: 0x10 stat[rss]: 7077888
$memcg->name: session-843373.scope, css->flags: 0x10 stat[rss]: 5701632
$memcg->name: session-843381.scope, css->flags: 0x10 stat[rss]: 8126464
$memcg->name: session-843394.scope, css->flags: 0x10 stat[rss]: -2031616
$memcg->name: session-843405.scope, css->flags: 0x10 stat[rss]: 5046272
$memcg->name: session-843413.scope, css->flags: 0x10 stat[rss]: 4521984
$memcg->name: session-843424.scope, css->flags: 0x10 stat[rss]: 1572864
$memcg->name: session-843433.scope, css->flags: 0x10 stat[rss]: 5898240
$memcg->name: session-843444.scope, css->flags: 0x10 stat[rss]: 3735552
$memcg->name: session-843455.scope, css->flags: 0x10 stat[rss]: 6356992
$memcg->name: session-843468.scope, css->flags: 0x10 stat[rss]: 2555904
$memcg->name: session-843472.scope, css->flags: 0x10 stat[rss]: -786432
$memcg->name: session-843477.scope, css->flags: 0x10 stat[rss]: 5046272
$memcg->name: session-843485.scope, css->flags: 0x10 stat[rss]: 4063232
$memcg->name: session-843497.scope, css->flags: 0x10 stat[rss]: 4587520
$memcg->name: session-843506.scope, css->flags: 0x10 stat[rss]: 3932160
$memcg->name: session-843518.scope, css->flags: 0x10 stat[rss]: 3014656
$memcg->name: session-843529.scope, css->flags: 0x10 stat[rss]: 7536640
$memcg->name: session-843536.scope, css->flags: 0x10 stat[rss]: 1114112
$memcg->name: session-843546.scope, css->flags: 0x10 stat[rss]: 4915200
$memcg->name: session-843558.scope, css->flags: 0x10 stat[rss]: 3866624
$memcg->name: session-843567.scope, css->flags: 0xa stat[rss]: 13959168
$memcg->name: session-843581.scope, css->flags: 0x10 stat[rss]: 1441792
$memcg->name: session-843585.scope, css->flags: 0xa stat[rss]: 17170432
$memcg->name: session-843587.scope, css->flags: 0x10 stat[rss]: 0
$memcg->name: session-843588.scope, css->flags: 0xa stat[rss]: 218103808
$memcg->name: session-843596.scope, css->flags: 0x10 stat[rss]: 6750208
$memcg->name: session-843599.scope, css->flags: 0x10 stat[rss]: 2162688
$memcg->name: session-843600.scope, css->flags: 0x10 stat[rss]: 5701632
$memcg->name: session-843613.scope, css->flags: 0x10 stat[rss]: 2359296
$memcg->name: user-501.slice, css->flags: 0xa stat[rss]: 0
$memcg->name: user@501.service, css->flags: 0xa stat[rss]: 9240576
$memcg->name: session-c4.scope, css->flags: 0xa stat[rss]: 49938432
$memcg->name: session-840868.scope, css->flags: 0x10 stat[rss]: 9306112
$memcg->name: session-840869.scope, css->flags: 0x10 stat[rss]: -5963776
$memcg->name: session-840870.scope, css->flags: 0x10 stat[rss]: 0
$memcg->name: session-840877.scope, css->flags: 0x10 stat[rss]: 6094848
$memcg->name: session-840880.scope, css->flags: 0x10 stat[rss]: 5832704
$memcg->name: session-840881.scope, css->flags: 0x10 stat[rss]: 1638400
$memcg->name: session-840886.scope, css->flags: 0x10 stat[rss]: 11993088
$memcg->name: session-840889.scope, css->flags: 0x10 stat[rss]: 9764864
$memcg->name: session-840895.scope, css->flags: 0x10 stat[rss]: 9633792
$memcg->name: session-840899.scope, css->flags: 0x10 stat[rss]: 17563648
$memcg->name: session-840902.scope, css->flags: 0x10 stat[rss]: 10420224
$memcg->name: session-840907.scope, css->flags: 0x10 stat[rss]: 4325376
$memcg->name: session-840910.scope, css->flags: 0x10 stat[rss]: 5439488
$memcg->name: session-840911.scope, css->flags: 0x10 stat[rss]: 0
$memcg->name: session-840924.scope, css->flags: 0x10 stat[rss]: 8847360
$memcg->name: session-840928.scope, css->flags: 0x10 stat[rss]: 7274496
$memcg->name: session-840931.scope, css->flags: 0x10 stat[rss]: 11534336
$memcg->name: session-840936.scope, css->flags: 0x10 stat[rss]: 6488064
$memcg->name: session-840939.scope, css->flags: 0x10 stat[rss]: 10813440
$memcg->name: session-840941.scope, css->flags: 0x10 stat[rss]: -458752
$memcg->name: session-840946.scope, css->flags: 0x10 stat[rss]: 10158080
$memcg->name: session-840952.scope, css->flags: 0x10 stat[rss]: 7340032
$memcg->name: session-840955.scope, css->flags: 0x10 stat[rss]: 8323072
$memcg->name: session-840960.scope, css->flags: 0x10 stat[rss]: 8847360
$memcg->name: session-840963.scope, css->flags: 0x10 stat[rss]: 6356992
$memcg->name: session-840969.scope, css->flags: 0x10 stat[rss]: 5898240
$memcg->name: session-840972.scope, css->flags: 0x10 stat[rss]: 15007744
$memcg->name: session-840974.scope, css->flags: 0x10 stat[rss]: 10878976
$memcg->name: session-840980.scope, css->flags: 0x10 stat[rss]: 10551296
$memcg->name: session-840982.scope, css->flags: 0x10 stat[rss]: 9633792
$memcg->name: session-840989.scope, css->flags: 0x10 stat[rss]: 6619136
$memcg->name: session-840993.scope, css->flags: 0x10 stat[rss]: 7602176
$memcg->name: session-840996.scope, css->flags: 0x10 stat[rss]: 14090240
$memcg->name: session-841001.scope, css->flags: 0x10 stat[rss]: 11927552
$memcg->name: session-841004.scope, css->flags: 0x10 stat[rss]: 10420224
$memcg->name: session-841006.scope, css->flags: 0x10 stat[rss]: 2162688
$memcg->name: session-841012.scope, css->flags: 0x10 stat[rss]: 1769472
$memcg->name: session-841013.scope, css->flags: 0x10 stat[rss]: 786432
$memcg->name: session-841016.scope, css->flags: 0x10 stat[rss]: 12058624
$memcg->name: session-841018.scope, css->flags: 0x10 stat[rss]: 10878976
